,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
2847,BA6039,褲子,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA6039/BA6039@PIC-13.jpg,EA3125,外套,簡約質感,慵懶度假,https://image.obdesign.com.tw/catalog/products/EA3125/EA3125@1.jpg,
2848,BA6039,褲子,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/BA6039/BA6039@PIC-16.jpg,EA3034,外套,,,https://image.obdesign.com.tw/catalog/products/EA3034/EA3034@1.jpg,
2849,BA6041,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6041/BA6041@PIC-8.jpg,EA3034,外套,,,https://image.obdesign.com.tw/catalog/products/EA3034/EA3034@1.jpg,
2850,BA6042,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6042/BA6042@PIC-1.jpg,EA3051,外套,,,https://image.obdesign.com.tw/catalog/products/EA3051/EA3051@1.jpg,
2851,BA6069,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6069/BA6069@PIC-5.jpg,EA3120,外套,,,https://image.obdesign.com.tw/catalog/products/EA3120/EA3120@1.jpg,
2852,BA6115,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6115/BA6115@PIC-10.jpg,EA3130,外套,,,https://image.obdesign.com.tw/catalog/products/EA3130/EA3130@1.jpg,
2853,BA6129,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6129/BA6129@PIC-38.jpg,EA2910,外套,,,https://image.obdesign.com.tw/catalog/products/EA2910/EA2910@1.jpg,
2854,BA6130,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6130/BA6130@PIC-20.jpg,EA3149,外套,,,https://image.obdesign.com.tw/catalog/products/EA3149/EA3149@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3149/EA3149@CB-T4-C7A5AB51C074629921D1.png
2855,BA6192,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6192/BA6192@PIC-33.jpg,EA2947,外套,,,https://image.obdesign.com.tw/catalog/products/EA2947/EA2947@1.jpg,https://image.obdesign.com.tw/catalog/products/EA2947/EA2947@CB-T4-8A3B563C0F54466AFE4E.png
2856,BA6238,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6238/BA6238@PIC-13.jpg,EA3160,外套,,,https://image.obdesign.com.tw/catalog/products/EA3160/EA3160@1.jpg,
2857,BA6435,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6435/BA6435@PIC-8.jpg,EA3229,外套,,,https://image.obdesign.com.tw/catalog/products/EA3229/EA3229@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3229/EA3229@CB-T4-4884980CF244085AB5A8.png
2858,BA6435,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6435/BA6435@PIC-12.jpg,EA3234,外套,,,https://image.obdesign.com.tw/catalog/products/EA3234/EA3234@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3234/EA3234@CB-T4-E8BA17393BC4B2F8F9E5.png
2859,BA6436,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6436/BA6436@PIC-4.jpg,EA3256,外套,,,https://image.obdesign.com.tw/catalog/products/EA3256/EA3256@1.jpg,
2860,BA6600,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA6600/BA6600@PIC-7.jpg,EA3310,外套,都會輕熟,,https://image.obdesign.com.tw/catalog/products/EA3310/EA3310@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3310/EA3310@CB-T4-D018F2981184B559CCF5.png
2861,BA6620,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6620/BA6620@PIC-1.jpg,EA3330,外套,簡約質感,都會輕熟,https://image.obdesign.com.tw/catalog/products/EA3330/EA3330@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3330/EA3330@CB-T4-52103629F374D8BBFD85.png
2862,BA6624,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA6624/BA6624@PIC-13.jpg,EA2950,外套,,,https://image.obdesign.com.tw/catalog/products/EA2950/EA2950@1.jpg,
2863,BA6646,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6646/BA6646@PIC-12.jpg,EA3306,外套,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/EA3306/EA3306@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3306/EA3306@CB-T4-F920D3E1D834713951E5.png
2864,BA6668,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/BA6668/BA6668@PIC-7.jpg,EA3330,外套,簡約質感,都會輕熟,https://image.obdesign.com.tw/catalog/products/EA3330/EA3330@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3330/EA3330@CB-T4-52103629F374D8BBFD85.png
2865,BA6676,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6676/BA6676@PIC-8.jpg,EA3306,外套,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/EA3306/EA3306@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3306/EA3306@CB-T4-F920D3E1D834713951E5.png
2866,BA6724,褲子,,,https://image.obdesign.com.tw/catalog/products/BA6724/BA6724@PIC-16.jpg,EA3326,外套,率性休閒,慵懶度假,https://image.obdesign.com.tw/catalog/products/EA3326/EA3326@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3326/EA3326@CB-T4-DB4C9A502904E90AE3C2.png
2867,BA0126,褲子,,,https://image.obdesign.com.tw/catalog/products/BA0126/BA0126@PIC-2.jpg,AB2300,上衣,,,https://image.obdesign.com.tw/catalog/products/AB2300/AB2300@1.jpg,
2868,BA0126,褲子,,,https://image.obdesign.com.tw/catalog/products/BA0126/BA0126@PIC-32.jpg,AB11337,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11337/AB11337@1.jpg,
2869,BA2125,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA2125/BA2125@PIC-7.jpg,GA354,上衣,,,https://image.obdesign.com.tw/catalog/products/GA354/GA354@1.jpg,https://image.obdesign.com.tw/catalog/products/GA354/GA354@CB-T4-B2E801FA57F4B51AE975.png
2870,BA2125,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA2125/BA2125@PIC-19.jpg,AB11875,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11875/AB11875@1.jpg,
2871,BA2219,褲子,,,https://image.obdesign.com.tw/catalog/products/BA2219/BA2219@PIC-2.jpg,GA366,上衣,,,https://image.obdesign.com.tw/catalog/products/GA366/GA366@1.jpg,https://image.obdesign.com.tw/catalog/products/GA366/GA366@CB-T4-CBD6EBCFE524C9FB1418.png
2872,BA3593,褲子,,,https://image.obdesign.com.tw/catalog/products/BA3593/BA3593@PIC-9.jpg,AB5095,上衣,,,https://image.obdesign.com.tw/catalog/products/AB5095/AB5095@1.jpg,
2873,BA3858,褲子,,,https://image.obdesign.com.tw/catalog/products/BA3858/BA3858@PIC-27.jpg,AB12377,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12377/AB12377@1.jpg,
2874,BA3913,褲子,,,https://image.obdesign.com.tw/catalog/products/BA3913/BA3913@PIC-4.jpg,AB6032,上衣,,,https://image.obdesign.com.tw/catalog/products/AB6032/AB6032@1.jpg,https://image.obdesign.com.tw/catalog/products/AB6032/AB6032@CB-T4-41DEDEFA54340C8B1164.png
2875,BA3966,褲子,,,https://image.obdesign.com.tw/catalog/products/BA3966/BA3966@PIC-5.jpg,AB6248,上衣,,,https://image.obdesign.com.tw/catalog/products/AB6248/AB6248@1.jpg,
2876,BA4056,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4056/BA4056@PIC-23.jpg,AB9610,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9610/AB9610@1.jpg,
2877,BA4672,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4672/BA4672@PIC-9.jpg,AB9471,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9471/AB9471@1.jpg,https://image.obdesign.com.tw/catalog/products/AB9471/AB9471@CB-T4-E7672116A0D47E0B2521.png
2878,BA4674,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4674/BA4674@PIC-12.jpg,AB8837,上衣,,,https://image.obdesign.com.tw/catalog/products/AB8837/AB8837@1.jpg,
2879,BA4674,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4674/BA4674@PIC-11.jpg,AB8863,上衣,,,https://image.obdesign.com.tw/catalog/products/AB8863/AB8863@1.jpg,
2880,BA4674,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4674/BA4674@PIC-7.jpg,AB8911,上衣,,,https://image.obdesign.com.tw/catalog/products/AB8911/AB8911@1.jpg,
2881,BA4724,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4724/BA4724@PIC-5.jpg,AB9285,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9285/AB9285@1.jpg,https://image.obdesign.com.tw/catalog/products/AB9285/AB9285@CB-T4-5B2F573A92A460F9D0C9.png
2882,BA4886,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4886/BA4886@PIC-28.jpg,AB9217,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9217/AB9217@1.jpg,
2883,BA4930,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4930/BA4930@PIC-17.jpg,AB9499,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9499/AB9499@1.jpg,
2884,BA4940,褲子,,,https://image.obdesign.com.tw/catalog/products/BA4940/BA4940@PIC-10.jpg,AB10294,上衣,,,https://image.obdesign.com.tw/catalog/products/AB10294/AB10294@1.jpg,
2885,BA5016,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5016/BA5016@PIC-12.jpg,AB10191,上衣,,,https://image.obdesign.com.tw/catalog/products/AB10191/AB10191@1.jpg,
2886,BA5156,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5156/BA5156@PIC-10.jpg,AB11204,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11204/AB11204@1.jpg,
2887,BA5162,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5162/BA5162@T9-1.jpg,AB11025,上衣,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB11025/AB11025@1.jpg,
2888,BA5172,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5172/BA5172@T9-1.jpg,AB10985,上衣,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB10985/AB10985@1.jpg,
2889,BA5189,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5189/BA5189@T9-1.jpg,AB12113,上衣,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB12113/AB12113@1.jpg,
2890,BA5218,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5218/BA5218@PIC-17.jpg,AB11046,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11046/AB11046@1.jpg,
2891,BA5218,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5218/BA5218@PIC-4.jpg,AB11028,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11028/AB11028@1.jpg,https://image.obdesign.com.tw/catalog/products/AB11028/AB11028@CB-T4-3CE5B0AF9AA476487DC3.png
2892,BA5218,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5218/BA5218@PIC-31.jpg,AB8084,上衣,,,https://image.obdesign.com.tw/catalog/products/AB8084/AB8084@1.jpg,
2893,BA5251,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5251/BA5251@PIC-12.jpg,AB11337,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11337 /AB11337 @1.jpg,
2894,BA5256,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5256/BA5256@PIC-7.jpg,AB11187,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11187/AB11187@1.jpg,
2895,BA5263,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5263/BA5263@PIC-11.jpg,AB11153,上衣,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB11153/AB11153@1.jpg,
2896,BA5276,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5276/BA5276@PIC-1.jpg,AB11104,上衣,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB11104/AB11104@1.jpg,
2897,BA5289,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5289/BA5289@PIC-5.jpg,AB11759,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB11759/AB11759@1.jpg,
2898,BA5317,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5317/BA5317@PIC-14.jpg,AB11695,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11695/AB11695@1.jpg,https://image.obdesign.com.tw/catalog/products/AB11695/AB11695@CB-T4-B5CBE9E8E3C4E09B1031.png
2899,BA5321,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5321/BA5321@PIC-6.jpg,AB11654,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11654/AB11654@1.jpg,
2900,BA5321,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5321/BA5321@PIC-8.jpg,AB11598,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11598/AB11598@1.jpg,
2901,BA5321,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5321/BA5321@PIC-11.jpg,AB11600,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11600/AB11600@1.jpg,
2902,BA5321,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5321/BA5321@PIC-12.jpg,AB11698,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11698/AB11698@1.jpg,
2903,BA5322,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5322/BA5322@PIC-1.jpg,AB11462,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11462/AB11462@1.jpg,
2904,BA5358,褲子,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/BA5358/BA5358@PIC-4.jpg,AB11524,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11524/AB11524@1.jpg,
2905,BA5360,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5360/BA5360@PIC-8.jpg,AB11612,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11612/AB11612@1.jpg,
2906,BA5388,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5388/BA5388@PIC-5.jpg,AB11759,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB11759/AB11759@1.jpg,
2907,BA5391,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5391/BA5391@PIC-8.jpg,AB11647,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11647/AB11647@1.jpg,
2908,BA5391,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5391/BA5391@PIC-3.jpg,AB11600,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11600/AB11600@1.jpg,
2909,BA5395,褲子,簡約質感,都會輕熟,https://image.obdesign.com.tw/catalog/products/BA5395/BA5395@PIC-1.jpg,AB11782,上衣,休閒_個性,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB11782/AB11782@1.jpg,
2910,BA5414,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5414/BA5414@PIC-5.jpg,AB12078,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12078/AB12078@1.jpg,
2911,BA5415,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5415/BA5415@PIC-5.jpg,AB11858,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11858/AB11858@1.jpg,
2912,BA5421,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5421/BA5421@PIC-12.jpg,AB12449,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12449/AB12449@1.jpg,
2913,BA5421,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5421/BA5421@PIC-6.jpg,AB12585,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12585/AB12585@1.jpg,
2914,BA5422,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5422/BA5422@PIC-9.jpg,AB12445,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12445/AB12445@1.jpg,
2915,BA5456,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5456/BA5456@PIC-12.jpg,AB12137,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12137/AB12137@1.jpg,
2916,BA5463,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5463/BA5463@2.jpg,AB12043,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12043/AB12043@1.jpg,https://image.obdesign.com.tw/catalog/products/AB12043/AB12043@CB-T4-AF870D71CAC44DA8A22D.png
2917,BA5464,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5464/BA5464@PIC-2.gif,AB12550,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12550/AB12550@1.jpg,
2918,BA5465,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA5465/BA5465@PIC-6.jpg,AB9521,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9521/AB9521@1.jpg,
2919,BA5467,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5467/BA5467@PIC-4.jpg,AB12132,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12132/AB12132@1.jpg,
2920,BA5468,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA5468/BA5468@PIC-22.jpg,AB12087,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12087/AB12087@1.jpg,
2921,BA5471,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5471/BA5471@PIC-1.jpg,AB12353,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12353/AB12353@1.jpg,
2922,BA5474,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5474/BA5474@PIC-8.jpg,AB12343,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12343/AB12343@1.jpg,
2923,BA5480,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5480/BA5480@PIC-5.jpg,AB12146,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12146/AB12146@1.jpg,
2924,BA5486,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5486/BA5486@T9-1.jpg,AB12326,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12326/AB12326@1.jpg,
2925,BA5487,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5487/BA5487@PIC-7.jpg,AB12078,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12078/AB12078@1.jpg,
2926,BA5488,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5488/BA5488@PIC-2.jpg,AB12253,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12253/AB12253@1.jpg,
2927,BA5490,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5490/BA5490@PIC-1.jpg,AB12184,上衣,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12184/AB12184@1.jpg,https://image.obdesign.com.tw/catalog/products/AB12184/AB12184@CB-T4-1D40E45EF6E46329957D.png
2928,BA5496,褲子,休閒_個性,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-5.jpg,AB12425,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12425/AB12425@1.jpg,
2929,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-17.jpg,AB12124,上衣,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12124/AB12124@1.jpg,
2930,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-12.jpg,AB12276,上衣,休閒_個性,,https://image.obdesign.com.tw/catalog/products/AB12276/AB12276@1.jpg,https://image.obdesign.com.tw/catalog/products/AB12276/AB12276@CB-T4-BAF27316525405CABD41.png
2931,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-4.jpg,AB12418,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12418/AB12418@1.jpg,
2932,BA5496,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5496/BA5496@PIC-9.jpg,AB12182,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12182/AB12182@1.jpg,
2933,BA5501,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5501/BA5501@PIC-4.jpg,AB14694,上衣,,,https://image.obdesign.com.tw/catalog/products/AB14694/AB14694@1.jpg,
2934,BA5503,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5503/BA5503@PIC-5.jpg,AB10712,上衣,,,https://image.obdesign.com.tw/catalog/products/AB10712/AB10712@1.jpg,
2935,BA5503,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5503/BA5503@PIC-7.jpg,AB11841,上衣,,,https://image.obdesign.com.tw/catalog/products/AB11841/AB11841@1.jpg,
2936,BA5503,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5503/BA5503@PIC-11.jpg,AB12012,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB12012/AB12012@1.jpg,https://image.obdesign.com.tw/catalog/products/AB12012/AB12012@CB-T4-F1B87B38A3E40498CEEE.png
2937,BA5510,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5510/BA5510@PIC-4.jpg,AB12251,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12251/AB12251@1.jpg,
2938,BA5513,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5513/BA5513@PIC-7.jpg,AB12129,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12129/AB12129@1.jpg,
2939,BA5517,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/BA5517/BA5517@PIC-1.jpg,AB12535,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12535/AB12535@1.jpg,
2940,BA5521,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5521/BA5521@PIC-1.jpg,AB12132,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12132/AB12132@1.jpg,
2941,BA5521,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5521/BA5521@PIC-12.jpg,AB9491,上衣,,,https://image.obdesign.com.tw/catalog/products/AB9491/AB9491@1.jpg,
2942,BA5521,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5521/BA5521@PIC-4.jpg,AB7470,上衣,,,https://image.obdesign.com.tw/catalog/products/AB7470/AB7470@1.jpg,
2943,BA5521,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5521/BA5521@PIC-2.jpg,AB12146,上衣,,,https://image.obdesign.com.tw/catalog/products/AB12146/AB12146@1.jpg,
2944,BA5525,褲子,,,https://image.obdesign.com.tw/catalog/products/BA5525/BA5525@T9-2.jpg,GA511,上衣,,,https://image.obdesign.com.tw/catalog/products/GA511/GA511@1.jpg,
